,Time,Speed Follower,Speed Leader,Smooth Speed Follower,Smooth Speed Leader,Spacing
0,820.0,70.64500000000001,70.48,70.5098,70.4068,28.827408795617732
1,820.02,70.67,70.42500000000001,70.5194,70.4086,28.827394628985214
2,820.04,70.62,70.37,70.5282,70.41,28.83294104919941
3,820.06,70.57,70.385,70.534,70.41380000000001,28.83294104885491
4,820.08,70.50999999999999,70.4,70.5364,70.41900000000001,28.827394629359066
5,820.1,70.45,70.375,70.53299999999999,70.42399999999999,28.82742381979789
6,820.12,70.475,70.35,70.52720000000001,70.4234,28.82742382016015
7,820.14,70.5,70.375,70.5218,70.4192,28.82183490401205
8,820.16,70.545,70.4,70.5176,70.4162,28.810715453665843
9,820.18,70.59,70.37,70.5164,70.4122,28.805155728683555
10,820.2,70.6,70.34,70.51679999999999,70.4096,28.810689681497326
11,820.22,70.61,70.44,70.51820000000001,70.4136,28.81623781637864
12,820.24,70.61,70.54,70.52019999999999,70.4218,28.816237817090446
13,820.26,70.61,70.52000000000001,70.52120000000001,70.4294,28.810667346253734
14,820.28,70.555,70.5,70.51899999999999,70.4354,28.80509773050586
15,820.3,70.5,70.47999999999999,70.51979999999999,70.4398,28.805107611986923
16,820.32,70.465,70.46,70.5244,70.4432,28.810678083837256
17,820.34,70.43,70.425,70.5286,70.445,28.81066734627417
18,820.36,70.435,70.39,70.534,70.4444,28.805088708620186
19,820.38,70.44,70.38499999999999,70.53699999999999,70.4426,28.80507324285144
20,820.4,70.455,70.38,70.538,70.43939999999999,28.810632983408027
21,820.42,70.47,70.41499999999999,70.538,70.4364,28.810640285801075
22,820.44,70.535,70.45,70.539,70.4324,28.799520806459263
23,820.46,70.6,70.46000000000001,70.5404,70.4264,28.793969232444898
24,820.48,70.61,70.47,70.54,70.4234,28.79398814278147
25,820.5,70.62,70.49000000000001,70.539,70.4238,28.793988143141583
26,820.52,70.61,70.51,70.53659999999999,70.4272,28.799547877054298
27,820.54,70.6,70.52000000000001,70.5358,70.4332,28.805107611678945
28,820.56,70.53,70.53,70.5342,70.43900000000001,28.810648446922553
29,820.58,70.46,70.515,70.53219999999999,70.4436,28.81064028582019
30,820.6,70.47999999999999,70.5,70.5334,70.4486,28.799528971086556
31,820.62,70.5,70.53999999999999,70.53439999999999,70.45620000000001,28.793988142810772
32,820.64,70.56,70.58,70.5368,70.46440000000001,28.7939881428146
33,820.66,70.62,70.5,70.5398,70.4684,28.793969232827244
34,820.68,70.625,70.42,70.5412,70.4704,28.788394019109496
35,820.7,70.63,70.355,70.5424,70.471,28.777262496471117
36,820.72,70.64,70.29,70.5436,70.465,28.777257766492077
37,820.74,70.65,70.315,70.54520000000001,70.456,28.777262496825358
38,820.76,70.595,70.34,70.54459999999999,70.4488,28.777268086866364
39,820.78,70.54,70.39500000000001,70.54400000000001,70.4446,28.7828222404033
40,820.8,70.515,70.45,70.5446,70.4434,28.7883772551192
41,820.82,70.49,70.465,70.5456,70.4436,28.793936998905004
42,820.84,70.47999999999999,70.48,70.5476,70.4458,28.793941726855707
43,820.86,70.47,70.435,70.54899999999999,70.44760000000001,28.78838198363065
44,820.88,70.47,70.39,70.5502,70.4478,28.777253895867325
45,820.9,70.47,70.435,70.5508,70.45,28.77169415133823
46,820.92,70.52,70.48,70.55279999999999,70.4526,28.777262496833927
47,820.94,70.57,70.49000000000001,70.5542,70.4542,28.77726249683487
48,820.96,70.60499999999999,70.5,70.5544,70.4558,28.766138277875452
49,820.98,70.64,70.495,70.5556,70.4568,28.760578533389854
50,821.0,70.625,70.49,70.55579999999999,70.4568,28.76057466086908
51,821.02,70.61,70.47,70.5558,70.4552,28.760574661223167
52,821.04,70.61500000000001,70.45,70.5564,70.4524,28.76614301004469
