,Time,Speed Follower,Speed Leader,Smooth Speed Follower,Smooth Speed Leader,Spacing
0,4305.0,86.39500000000001,86.26,86.34359999999998,86.3054,30.630552450738964
1,4305.02,86.4,86.25,86.34539999999998,86.29980000000002,30.630552497660904
2,4305.04,86.39500000000001,86.24,86.34639999999999,86.295,30.63499993638274
3,4305.06,86.39,86.25999999999999,86.3492,86.29220000000001,30.634999981992205
4,4305.08,86.33500000000001,86.28,86.3518,86.2902,30.631552594082926
5,4305.1,86.28,86.28999999999999,86.3506,86.2886,30.63355488038544
6,4305.12,86.33500000000001,86.3,86.35,86.2876,30.640002893594918
7,4305.14,86.39,86.31,86.3522,86.28720000000001,30.645448664547374
8,4305.16,86.37,86.32,86.3542,86.28779999999999,30.645448711311186
9,4305.18,86.35,86.225,86.3528,86.2852,30.636564241537858
10,4305.2,86.35499999999999,86.13,86.34900000000002,86.2782,30.63212378904123
11,4305.22,86.36,86.14,86.34479999999999,86.271,30.637568943227386
12,4305.24,86.295,86.15,86.3374,86.2656,30.63857437413105
13,4305.26,86.23,86.095,86.33059999999999,86.2594,30.634135829601902
14,4305.28,86.155,86.04,86.324,86.251,30.63615087457139
15,4305.3,86.08,86.09,86.31479999999999,86.2446,30.637159583190904
16,4305.32,86.13,86.14,86.308,86.23719999999999,30.63816906721354
17,4305.34,86.18,86.2,86.303,86.2292,30.64563398477636
18,4305.36,86.22,86.26,86.2994,86.22540000000001,30.651077748216256
19,4305.38,86.26,86.325,86.2976,86.22599999999998,30.655511106592744
20,4305.4,86.23,86.39,86.2948,86.2294,30.655511154103184
21,4305.42,86.2,86.35499999999999,86.29180000000001,86.23160000000001,30.649057412860177
22,4305.44,86.19,86.32,86.2894,86.23379999999999,30.648048382033604
23,4305.46,86.18,86.345,86.28380000000001,86.2384,30.65450162344682
24,4305.48,86.23,86.37,86.27740000000001,86.24340000000001,30.65349277222589
25,4305.5,86.28,86.28999999999999,86.2728,86.24459999999999,30.647040220484524
26,4305.52,86.275,86.21,86.26780000000001,86.243,30.649057650510027
27,4305.54,86.27,86.13999999999999,86.26280000000001,86.23899999999999,30.650067549911377
28,4305.56,86.24,86.07,86.2568,86.23140000000001,30.643613670051163
29,4305.58,86.21,86.10499999999999,86.25179999999999,86.2244,30.638169684772357
30,4305.6,86.21,86.14,86.249,86.2184,30.63917994388378
31,4305.62,86.21,86.15,86.244,86.2124,30.63816977998043
32,4305.64,86.21,86.16,86.2368,86.20639999999999,30.638169827238162
33,4305.66,86.21,86.175,86.23039999999999,86.20060000000001,30.64361390710417
34,4305.68,86.275,86.19,86.2274,86.1992,30.641596212701426
35,4305.7,86.34,86.245,86.2268,86.20380000000002,30.642604744134015
36,4305.72,86.27000000000001,86.3,86.22320000000002,86.21019999999999,30.649058124859867
37,4305.74,86.2,86.25999999999999,86.21940000000001,86.21459999999999,30.64804909257191
38,4305.76,86.195,86.22,86.21800000000002,86.21959999999999,30.643614144998963
39,4305.78,86.19,86.17,86.21940000000001,86.2248,30.639180372071415
40,4305.8,86.195,86.12,86.22399999999999,86.22599999999998,30.639180419403182
41,4305.82,86.2,86.12,86.2268,86.2252,30.64361428729624
42,4305.84,86.225,86.12,86.2286,86.22200000000001,30.641596591702772
43,4305.86,86.25,86.17500000000001,86.2298,86.21860000000001,30.636152247327445
44,4305.88,86.24000000000001,86.23,86.229,86.2148,30.63615229529653
45,4305.9,86.23,86.235,86.229,86.20859999999999,30.640589023978237
46,4305.92,86.265,86.24,86.2316,86.204,30.636152390701188
47,4305.94,86.3,86.19999999999999,86.236,86.1992,30.626272802288494
48,4305.96,86.25999999999999,86.16,86.2392,86.19179999999999,30.631716978333625
49,4305.98,86.22,86.13499999999999,86.2388,86.1824,30.637161195374482
50,4306.0,86.22,86.11,86.23639999999999,86.1752,30.62627294354334
51,4306.02,86.22,86.08,86.2342,86.17,30.620828904535028
52,4306.04,86.16,86.05,86.2298,86.1664,30.631717168455854
53,4306.06,86.1,86.055,86.22419999999998,86.1658,30.637161385462907
54,4306.08,86.09,86.06,86.21940000000001,86.164,30.636152768584015
55,4306.1,86.08,86.06,86.2142,86.1608,30.634137810740157
56,4306.12,86.1,86.06,86.2098,86.15719999999999,30.626680886967545
57,4306.14,86.12,86.12,86.20620000000001,86.15559999999999,30.626680934846178
58,4306.16,86.15,86.18,86.20380000000002,86.1558,30.63413795237138
59,4306.18,86.18,86.22,86.2,86.15699999999998,30.639582749361097
60,4306.2,86.19,86.26,86.194,86.1576,30.644021604458786
61,4306.22,86.2,86.185,86.1912,86.153,30.645027634227755
62,4306.24,86.225,86.11,86.1922,86.147,30.641597538365726
63,4306.26,86.25,86.055,86.19439999999999,86.14040000000001,30.637161859493073
64,4306.28,86.235,86.0,86.19619999999999,86.1336,30.63615324187095
65,4306.3,86.22,86.065,86.19720000000001,86.13140000000001,30.63413828254234
66,4306.32,86.21000000000001,86.13,86.19759999999998,86.1318,30.628693622090577
67,4306.34,86.2,86.13,86.1966,86.1322,30.62425647633774
68,4306.36,86.13,86.13,86.1918,86.1304,30.617804424930295
69,4306.38,86.06,86.205,86.1846,86.12939999999999,30.61679759448215
70,4306.4,86.00999999999999,86.28,86.1758,86.1312,30.62123652182295
71,4306.42,85.96,86.25999999999999,86.1636,86.13199999999999,30.619227047156087
72,4306.44,85.96,86.24,86.15,86.1336,30.61722067387071
73,4306.46,85.96,86.25999999999999,86.13799999999999,86.1376,30.62610963241917
74,4306.48,85.94999999999999,86.28,86.12719999999999,86.1434,30.6370020726633
75,4306.5,85.94,86.295,86.116,86.1508,30.644449915424538
76,4306.52,85.995,86.31,86.10699999999999,86.16,30.644449962113622
77,4306.54,86.05,86.2,86.1026,86.166,30.631555995326977
78,4306.56,86.12,86.09,86.10340000000001,86.1674,30.630556078780824
79,4306.58,86.19,86.01,86.1074,86.16539999999999,30.63600251941883
80,4306.6,86.225,85.93,86.11319999999999,86.1602,30.62510981741473
81,4306.62,86.26,85.95,86.1196,86.1558,30.608771047032217
82,4306.64,86.24000000000001,85.97,86.12439999999998,86.14980000000001,30.609771767162474
83,4306.66,86.22,86.075,86.12720000000002,86.1456,30.620663961409967
84,4306.68,86.10499999999999,86.18,86.1242,86.14399999999999,30.620664008330245
85,4306.7,85.99,86.26,86.11619999999999,86.14399999999999,30.620664055596954
86,4306.72,85.91499999999999,86.34,86.1048,86.1502,30.623112142610008
87,4306.74,85.84,86.27000000000001,86.08940000000001,86.1566,30.621117337228213
88,4306.76,85.89,86.2,86.075,86.16239999999999,30.622114420829302
89,4306.78,85.94,86.16499999999999,86.0632,86.169,30.627561354043173
90,4306.8,86.015,86.13,86.05499999999998,86.1716,30.632011644031504
91,4306.82,86.09,86.115,86.0502,86.17099999999999,30.63101578240988
92,4306.84,86.14500000000001,86.1,86.04799999999999,86.16980000000001,30.624573237119304
93,4306.86,86.2,86.11,86.0508,86.169,30.625568592919812
94,4306.88,86.225,86.12,86.0574,86.16560000000001,30.63300851286178
95,4306.9,86.25,86.16499999999999,86.06700000000001,86.161,30.633008558578396
96,4306.92,86.235,86.21,86.07799999999999,86.15899999999999,30.625568730975672
97,4306.94,86.22,86.245,86.08840000000001,86.1592,30.623578934169476
98,4306.96,86.19,86.28,86.0976,86.16,30.627040229110506
99,4306.98,86.16,86.2,86.10600000000001,86.1568,30.627040275082184
