,Time,Speed Follower,Speed Leader,Smooth Speed Follower,Smooth Speed Leader,Spacing
0,311.0,85.22,86.24,85.2058,86.3058,30.572151418891522
1,311.02,85.25,86.265,85.2032,86.30560000000001,30.582784248128508
2,311.04,85.195,86.29,85.19699999999999,86.305,30.592977491643506
3,311.06,85.14,86.345,85.18719999999999,86.3052,30.604053372682838
4,311.08,85.1,86.4,85.1744,86.30760000000001,30.61601093278384
5,311.1,85.06,86.39500000000001,85.16239999999999,86.3098,30.622433434024945
6,311.12,85.08500000000001,86.39,85.15379999999999,86.31139999999999,30.622433425522072
7,311.14,85.11,86.38499999999999,85.1484,86.3124,30.62752840788696
8,311.16,85.05,86.38,85.14280000000001,86.31480000000002,30.637721291102636
9,311.18,84.99,86.375,85.1354,86.3186,30.653017888203937
10,311.2,85.0,86.37,85.12899999999999,86.32260000000001,30.67517067065493
11,311.22,85.01,86.345,85.12280000000001,86.32600000000001,30.687562868731405
12,311.24,85.06,86.32,85.11840000000001,86.32799999999999,30.682465141075138
13,311.26,85.11,86.34,85.116,86.33040000000001,30.682024863242166
14,311.28,85.11,86.36,85.1136,86.3316,30.6926615277603
15,311.3,85.11,86.345,85.111,86.3302,30.6922230099534
16,311.32,85.19,86.33,85.11139999999999,86.32799999999999,30.687123435498794
17,311.34,85.27,86.39,85.1176,86.32799999999999,30.69907884500382
18,311.36,85.215,86.45,85.1242,86.3318,30.70971483488098
19,311.38,85.16,86.46000000000001,85.12719999999999,86.3374,30.713938275003223
20,311.4,85.13,86.47,85.1276,86.34559999999999,30.724142746939926
21,311.42,85.1,86.445,85.12639999999999,86.355,30.73565511302646
22,311.44,85.07,86.42,85.12360000000001,86.362,30.753143155132758
23,311.46,85.04,86.41,85.1186,86.36720000000001,30.7642196485491
24,311.48,85.015,86.4,85.1116,86.37279999999998,30.76975790256357
25,311.5,84.99,86.4,85.1024,86.3792,30.780834442736165
26,311.52,85.005,86.4,85.0926,86.38459999999999,30.791039229791107
27,311.54,85.02,86.405,85.0856,86.3892,30.801681607098455
28,311.56,85.005,86.41,85.0802,86.3918,30.812758708936574
29,311.58,84.99,86.4,85.0758,86.3918,30.818297267261602
30,311.6,84.94,86.39,85.071,86.3916,30.82427005995905
31,311.62,84.89,86.43,85.0632,86.3932,30.83534706679664
32,311.64,84.97999999999999,86.47,85.05799999999999,86.39659999999999,30.840451585513403
33,311.66,85.07,86.5,85.05879999999999,86.4014,30.8455570647208
34,311.68,84.965,86.53,85.0578,86.40759999999999,30.861741062100542
35,311.7,84.86,86.465,85.05220000000001,86.4114,30.877926388979706
36,311.72,84.955,86.4,85.05,86.4136,30.88389625290808
37,311.74,85.05,86.4,85.0496,86.41680000000001,30.890299261187263
38,311.76,85.1,86.4,85.0492,86.4192,30.896705149388684
39,311.78,85.15,86.36,85.0508,86.4192,30.89757554489434
40,311.8,85.19,86.32,85.054,86.4182,30.903550223495422
41,311.82,85.23,86.375,85.0556,86.42,30.908652274692695
42,311.84,85.155,86.43,85.051,86.4216,30.91375528485529
43,311.86,85.08,86.45500000000001,85.0456,86.4218,30.93080584269646
44,311.88,85.00999999999999,86.48,85.0396,86.4226,30.9478567959394
45,311.9,84.94,86.485,85.03200000000001,86.4232,30.9533951477968
46,311.92,84.99000000000001,86.49,85.0276,86.425,30.95339513880036
47,311.94,85.04,86.44,85.0264,86.42580000000002,30.958933497984223
48,311.96,85.025,86.39,85.0258,86.425,30.970010248217196
49,311.98,85.01,86.39500000000001,85.0256,86.42480000000002,30.97554863059748
50,312.0,85.01,86.4,85.0264,86.42480000000002,30.980651796297824
51,312.02,85.01,86.38,85.0266,86.42399999999999,30.997267263025957
52,312.04,84.98,86.36,85.025,86.42219999999999,31.014317556766464
