,Time,Speed Follower,Speed Leader,Smooth Speed Follower,Smooth Speed Leader,Spacing
0,4029.0,86.27000000000001,86.12,86.12700000000001,86.15640000000002,37.10457779926111
1,4029.02,86.23,86.08500000000001,86.13040000000001,86.15100000000001,37.09237178502881
2,4029.04,86.2,86.05,86.13159999999999,86.1446,37.09731318802282
3,4029.06,86.17,86.10499999999999,86.1332,86.1408,37.10835688844447
4,4029.08,86.13,86.16,86.13480000000001,86.13939999999998,37.10835686902682
5,4029.1,86.09,86.175,86.135,86.13879999999999,37.10225539491573
6,4029.12,86.07,86.19,86.1346,86.1384,37.10167644457753
7,4029.14,86.05,86.25,86.131,86.14,37.10662027628614
8,4029.16,86.07499999999999,86.31,86.126,86.14119999999998,37.11651048304027
9,4029.18,86.1,86.235,86.1248,86.1366,37.12640405278533
10,4029.2,86.12,86.16,86.12719999999999,86.131,37.13192655697112
11,4029.22,86.14,86.16499999999999,86.131,86.1276,37.126404016416274
12,4029.24,86.14,86.17,86.1354,86.12559999999999,37.10868753555075
13,4029.26,86.14,86.15,86.13939999999998,86.124,37.10316486754735
14,4029.28,86.13499999999999,86.13,86.14280000000001,86.12460000000002,37.114784224004126
15,4029.3,86.13,86.145,86.1472,86.12880000000001,37.12088142986809
16,4029.32,86.065,86.16,86.15019999999998,86.133,37.11593429276296
17,4029.34,86.0,86.19,86.14859999999999,86.13780000000001,37.11535889220097
18,4029.36,86.065,86.22,86.1476,86.1438,37.12030673581094
19,4029.38,86.13,86.2,86.1476,86.14900000000002,37.11973273678529
20,4029.4,86.15,86.18,86.1468,86.1532,37.11973271833204
21,4029.42,86.17,86.125,86.145,86.155,37.12088131855664
22,4029.44,86.185,86.07,86.14200000000001,86.15520000000001,37.11535879962985
23,4029.46,86.2,86.10499999999999,86.13860000000001,86.15740000000001,37.11973266289443
24,4029.48,86.14500000000001,86.14,86.13199999999999,86.15960000000001,37.135727658656116
25,4029.5,86.09,86.16,86.1248,86.1612,37.13572764046766
26,4029.52,86.105,86.18,86.1198,86.165,37.11858662231905
27,4029.54,86.12,86.17,86.1166,86.1698,37.11192023919129
28,4029.56,86.17,86.16,86.1166,86.17200000000001,37.1168725444024
29,4029.58,86.22,86.16499999999999,86.12019999999998,86.17220000000002,37.11744321425828
30,4029.6,86.205,86.17,86.12480000000001,86.17200000000001,37.112491616196436
31,4029.62,86.19,86.14500000000001,86.1296,86.17020000000001,37.107540856663256
32,4029.64,86.14,86.12,86.1332,86.165,37.10868716410209
33,4029.66,86.09,86.14500000000001,86.1338,86.1584,37.11420980603719
34,4029.68,86.08,86.17,86.13300000000001,86.1558,37.12410932739878
35,4029.7,86.07,86.16,86.131,86.1558,37.12906033820413
36,4029.72,86.065,86.15,86.12799999999999,86.15520000000001,37.12906031988396
37,4029.74,86.06,86.185,86.1248,86.1558,37.14067789679561
38,4029.76,86.13,86.22,86.12440000000001,86.15859999999999,37.1467730127016
39,4029.78,86.2,86.22999999999999,86.127,86.16259999999998,37.14067785930298
40,4029.8,86.245,86.24,86.13160000000002,86.1664,37.12906024525446
41,4029.82,86.29,86.19,86.1406,86.16760000000001,37.1174429935849
42,4029.84,86.21000000000001,86.14,86.14900000000002,86.1656,37.116302257691146
43,4029.86,86.13,86.22,86.1516,86.1656,37.11630223984409
44,4029.88,86.15,86.3,86.1524,86.16959999999999,37.12239535918823
45,4029.9,86.17,86.32,86.1532,86.1752,37.13401202249271
46,4029.92,86.125,86.34,86.1514,86.18379999999999,37.1345830950302
47,4029.94,86.08,86.285,86.1472,86.19239999999999,37.12906011693848
48,4029.96,86.08,86.23,86.1424,86.1974,37.129060098969624
49,4029.98,86.08,86.17500000000001,86.1398,86.19879999999999,37.12848890403737
50,4030.0,86.08500000000001,86.12,86.13959999999999,86.19720000000001,37.12791836770272
51,4030.02,86.09,86.19,86.139,86.19759999999998,37.139534968595825
52,4030.04,86.03999999999999,86.26,86.1358,86.20120000000001,37.14562893809632
53,4030.06,85.99,86.235,86.1286,86.2042,37.13401187579385
54,4030.08,86.065,86.21,86.12240000000001,86.206,37.127348434933296
55,4030.1,86.14,86.245,86.1198,86.209,37.132871631242956
56,4030.12,86.2,86.28,86.12020000000001,86.21439999999998,37.13401182019883
57,4030.14,86.26,86.285,86.125,86.221,37.13458289317572
58,4030.16,86.22,86.29,86.1302,86.2268,37.140105845632675
59,4030.18,86.18,86.275,86.1342,86.23100000000001,37.14067749059638
60,4030.2,86.2,86.26,86.13940000000001,86.235,37.13572699302542
61,4030.22,86.22,86.315,86.1456,86.2416,37.13515456754833
62,4030.24,86.2,86.37,86.1512,86.249,37.140105771451
63,4030.26,86.18,86.27000000000001,86.1532,86.251,37.14067741694625
64,4030.28,86.18,86.17,86.15240000000001,86.24860000000001,37.146200295714586
65,4030.3,86.18,86.17500000000001,86.1498,86.24600000000001,37.157246104581404
66,4030.32,86.18,86.18,86.1454,86.2456,37.152295317929784
67,4030.34,86.18,86.23,86.1442,86.2492,37.141249664020954
68,4030.36,86.2,86.28,86.147,86.25160000000001,37.14124964582676
